,mae,clf,strategy
0,58.36849557172428,Dummy,left
1,65.22563912305205,Dummy,left
2,69.70312611859927,Dummy,left
3,65.66352521614033,Dummy,left
4,65.51164127573395,Dummy,left
5,64.6314267821626,Dummy,left
6,65.90001785261583,Dummy,left
7,62.43690544735611,Dummy,left
8,66.64187122228485,Dummy,left
9,67.38312968510463,Dummy,left
10,56.571054555189676,LinearReg,left
11,61.35384709279758,LinearReg,left
12,61.765942740481975,LinearReg,left
13,59.357269831333994,LinearReg,left
14,62.30924099665248,LinearReg,left
15,56.76950414899137,LinearReg,left
16,57.24883859419594,LinearReg,left
17,58.12777734568437,LinearReg,left
18,59.75040514024914,LinearReg,left
19,61.46993957291535,LinearReg,left
20,58.85513407474124,Dummy,right
21,64.86941148068271,Dummy,right
22,68.67292384848932,Dummy,right
23,65.95194444772763,Dummy,right
24,65.53035746019509,Dummy,right
25,63.93080273335784,Dummy,right
26,66.51087942595953,Dummy,right
27,62.01813475362728,Dummy,right
28,66.25202962111129,Dummy,right
29,67.36301967444464,Dummy,right
30,52.94725457672444,LinearReg,right
31,60.88752061774779,LinearReg,right
32,60.33736630497713,LinearReg,right
33,59.61024850522617,LinearReg,right
34,63.1137149875995,LinearReg,right
35,56.7463608816532,LinearReg,right
36,58.15683829498418,LinearReg,right
37,56.56438142860007,LinearReg,right
38,57.34672957563954,LinearReg,right
39,62.63257477777813,LinearReg,right
40,58.611814823232756,Dummy,both_eyes
41,65.04752530186738,Dummy,both_eyes
42,69.1880249835443,Dummy,both_eyes
43,65.80773483193397,Dummy,both_eyes
44,65.52099936796452,Dummy,both_eyes
45,64.28111475776022,Dummy,both_eyes
46,66.20544863928768,Dummy,both_eyes
47,62.22752010049169,Dummy,both_eyes
48,66.44695042169806,Dummy,both_eyes
49,67.37307467977465,Dummy,both_eyes
50,53.77689115866729,LinearReg,both_eyes
51,59.07188495734958,LinearReg,both_eyes
52,58.17531107160706,LinearReg,both_eyes
53,57.82368052093481,LinearReg,both_eyes
54,61.77838232177429,LinearReg,both_eyes
55,54.76995460367393,LinearReg,both_eyes
56,56.1983831796762,LinearReg,both_eyes
57,55.05452076934888,LinearReg,both_eyes
58,57.53426415115467,LinearReg,both_eyes
59,60.22455909869511,LinearReg,both_eyes
60,58.19762858261767,Dummy,avg
61,64.80334315593583,Dummy,avg
62,68.9128127323321,Dummy,avg
63,65.58999106579546,Dummy,avg
64,65.22352804938396,Dummy,avg
65,63.92106600157155,Dummy,avg
66,65.92120721530159,Dummy,avg
67,61.839876695340315,Dummy,avg
68,65.9444216906341,Dummy,avg
69,66.94143407741008,Dummy,avg
70,52.54771235393364,LinearReg,avg
71,59.86659282772513,LinearReg,avg
72,58.40359048126735,LinearReg,avg
73,57.50847384210823,LinearReg,avg
74,61.81126773081435,LinearReg,avg
75,54.826686674314004,LinearReg,avg
76,56.574205104853604,LinearReg,avg
77,54.73918681473114,LinearReg,avg
78,58.289207327083176,LinearReg,avg
79,60.46319166108609,LinearReg,avg
80,58.473752743027724,Dummy,all
81,64.96613125322354,Dummy,all
82,69.09628756647356,Dummy,all
83,65.73515357655447,Dummy,all
84,65.421842261771,Dummy,all
85,64.16109850569732,Dummy,all
86,66.11070149795898,Dummy,all
87,62.098305632107895,Dummy,all
88,66.27944084467674,Dummy,all
89,67.22919447898646,Dummy,all
90,53.64549065367124,LinearReg,all
91,59.016524736821644,LinearReg,all
92,58.09721283465862,LinearReg,all
93,57.764355030138375,LinearReg,all
94,61.68369802775434,LinearReg,all
95,54.68040903157811,LinearReg,all
96,56.10343833402097,LinearReg,all
97,54.9400528994984,LinearReg,all
98,57.375988415754684,LinearReg,all
99,60.12127704169109,LinearReg,all
