,mae,clf,strategy
0,67.11185658417392,Dummy,left
1,69.22129955621665,Dummy,left
2,60.18304655687311,Dummy,left
3,67.09094562342474,Dummy,left
4,62.93092365462208,Dummy,left
5,62.98974969426047,Dummy,left
6,67.26788962137317,Dummy,left
7,65.88743843825822,Dummy,left
8,63.04565253736572,Dummy,left
9,65.55386503681999,Dummy,left
10,61.428801451916556,LinearReg,left
11,67.18350947657142,LinearReg,left
12,54.75996022593623,LinearReg,left
13,60.3442190445199,LinearReg,left
14,56.33078941435742,LinearReg,left
15,58.36917344697427,LinearReg,left
16,60.223992583250265,LinearReg,left
17,59.3436495120135,LinearReg,left
18,57.152976128291726,LinearReg,left
19,58.827130114679115,LinearReg,left
20,67.43191744381105,Dummy,right
21,69.30591885059965,Dummy,right
22,59.39545475182305,Dummy,right
23,66.96566350013754,Dummy,right
24,62.95171949855968,Dummy,right
25,62.7088541290359,Dummy,right
26,66.37852975370248,Dummy,right
27,65.14491261682548,Dummy,right
28,63.758627932767084,Dummy,right
29,65.5706191434135,Dummy,right
30,62.22645583819438,LinearReg,right
31,63.886599329914304,LinearReg,right
32,54.006672651650625,LinearReg,right
33,60.04968939760971,LinearReg,right
34,56.354178247537384,LinearReg,right
35,54.630013046077714,LinearReg,right
36,59.581076503025784,LinearReg,right
37,59.02468877795036,LinearReg,right
38,58.444867693215215,LinearReg,right
39,59.30133810667802,LinearReg,right
40,67.27188701399248,Dummy,both_eyes
41,69.26360920340815,Dummy,both_eyes
42,59.78925065434808,Dummy,both_eyes
43,67.02830456178114,Dummy,both_eyes
44,62.94132157659088,Dummy,both_eyes
45,62.84930191164818,Dummy,both_eyes
46,66.82320968753783,Dummy,both_eyes
47,65.51617552754185,Dummy,both_eyes
48,63.402140235066405,Dummy,both_eyes
49,65.56224209011674,Dummy,both_eyes
50,60.31500273730273,LinearReg,both_eyes
51,65.53844882520704,LinearReg,both_eyes
52,52.26643855011852,LinearReg,both_eyes
53,57.919097225515465,LinearReg,both_eyes
54,53.89605029575215,LinearReg,both_eyes
55,54.402299968958545,LinearReg,both_eyes
56,58.11758348614045,LinearReg,both_eyes
57,57.86416939424184,LinearReg,both_eyes
58,56.90100633965178,LinearReg,both_eyes
59,56.93348369092475,LinearReg,both_eyes
60,66.88283863333467,Dummy,avg
61,68.7792438405256,Dummy,avg
62,59.4939655580189,Dummy,avg
63,66.7204061029708,Dummy,avg
64,62.698675204627875,Dummy,avg
65,62.507553444874475,Dummy,avg
66,66.47258318348722,Dummy,avg
67,65.07039814626836,Dummy,avg
68,63.06562200926072,Dummy,avg
69,65.32883044091793,Dummy,avg
70,59.82409157204344,LinearReg,avg
71,65.30559612293587,LinearReg,avg
72,52.018829601651056,LinearReg,avg
73,58.552373003388084,LinearReg,avg
74,54.46912406560407,LinearReg,avg
75,54.2547945784721,LinearReg,avg
76,58.46665034585479,LinearReg,avg
77,57.75045584840201,LinearReg,avg
78,56.70996824464798,LinearReg,avg
79,57.32317479249477,LinearReg,avg
80,67.14220422043987,Dummy,all
81,69.1021540824473,Dummy,all
82,59.69082228890502,Dummy,all
83,66.9256717421777,Dummy,all
84,62.86043945260321,Dummy,all
85,62.73538575605695,Dummy,all
86,66.70633418618762,Dummy,all
87,65.36758306711735,Dummy,all
88,63.28996749313118,Dummy,all
89,65.48443820705047,Dummy,all
90,60.215314227482274,LinearReg,all
91,65.40475142239463,LinearReg,all
92,52.17776326213501,LinearReg,all
93,57.82477687640425,LinearReg,all
94,53.826977011945566,LinearReg,all
95,54.31845496620125,LinearReg,all
96,58.013623153799806,LinearReg,all
97,57.75011964256345,LinearReg,all
98,56.80188822374777,LinearReg,all
99,56.84067344052237,LinearReg,all
