,clf,strategy,mae
0,Dummy,all,64.94949190821342
1,Dummy,avg,64.72117684337934
2,Dummy,both_eyes,65.06364944063046
3,Dummy,left,65.13119541225998
4,Dummy,right,64.99610346900091
5,LinearReg,all,57.280617990399264
6,LinearReg,avg,57.3886589706698
7,LinearReg,both_eyes,57.38009571621478
8,LinearReg,left,59.35214970407095
9,LinearReg,right,58.73872294754416
