,mae,clf,strategy
0,203.8016314474529,LinearReg,left
1,207.39316169983397,LinearReg,left
2,217.47173325290044,LinearReg,left
3,221.92777663333834,LinearReg,left
4,195.92117363553007,LinearReg,left
5,204.75092345887361,LinearReg,left
6,206.71226699538224,LinearReg,left
7,209.6928387210752,LinearReg,left
8,210.19277767735798,LinearReg,left
9,233.15300847983593,LinearReg,left
10,206.7405412952388,LinearReg,right
11,205.07082092808264,LinearReg,right
12,212.41559309854375,LinearReg,right
13,215.43269114886937,LinearReg,right
14,208.6128496083312,LinearReg,right
15,193.07528603001126,LinearReg,right
16,207.583160725406,LinearReg,right
17,209.58197126334548,LinearReg,right
18,209.99299776457747,LinearReg,right
19,218.92465262735618,LinearReg,right
20,200.2666851206635,LinearReg,both_eyes
21,196.95213575067513,LinearReg,both_eyes
22,212.71315699403553,LinearReg,both_eyes
23,210.43290167883515,LinearReg,both_eyes
24,198.76244753710316,LinearReg,both_eyes
25,194.741372994715,LinearReg,both_eyes
26,197.23294088491616,LinearReg,both_eyes
27,203.34835378515473,LinearReg,both_eyes
28,202.81291942937844,LinearReg,both_eyes
29,223.15535607931332,LinearReg,both_eyes
30,201.3035734958819,LinearReg,avg
31,199.81222919358322,LinearReg,avg
32,209.8453967712569,LinearReg,avg
33,210.27482039600432,LinearReg,avg
34,198.65445583447985,LinearReg,avg
35,193.96118602095646,LinearReg,avg
36,197.68875406884393,LinearReg,avg
37,206.41609954374374,LinearReg,avg
38,203.4485697060087,LinearReg,avg
39,218.99011130052958,LinearReg,avg
40,200.00680668575401,LinearReg,all
41,196.71304134197635,LinearReg,all
42,212.3895414197062,LinearReg,all
43,210.04200009141553,LinearReg,all
44,198.3307376319849,LinearReg,all
45,194.37214989228082,LinearReg,all
46,196.95550886991464,LinearReg,all
47,203.0316315938231,LinearReg,all
48,202.56340875595527,LinearReg,all
49,222.425793755951,LinearReg,all
