,mae,clf,strategy
0,200.83166951361792,LinearReg,left
1,217.7977459115012,LinearReg,left
2,219.26322885901294,LinearReg,left
3,210.7053259885225,LinearReg,left
4,221.1746817246845,LinearReg,left
5,201.524924845131,LinearReg,left
6,203.220933081755,LinearReg,left
7,206.3405310853794,LinearReg,left
8,212.10431650700423,LinearReg,left
9,218.21355366147412,LinearReg,left
10,187.955040403387,LinearReg,right
11,216.14784288374307,LinearReg,right
12,214.1923710481322,LinearReg,right
13,211.59974657226286,LinearReg,right
14,224.03257421016744,LinearReg,right
15,201.44285843326452,LinearReg,right
16,206.44999791390796,LinearReg,right
17,200.79317708427834,LinearReg,right
18,203.57457659502495,LinearReg,right
19,222.34633498115738,LinearReg,right
20,190.90359045019724,LinearReg,both_eyes
21,209.69792718677635,LinearReg,both_eyes
22,206.51225755447797,LinearReg,both_eyes
23,205.25508769873082,LinearReg,both_eyes
24,219.2877477374475,LinearReg,both_eyes
25,194.42336896816806,LinearReg,both_eyes
26,199.49257232156398,LinearReg,both_eyes
27,195.42929659555855,LinearReg,both_eyes
28,204.2399560673253,LinearReg,both_eyes
29,213.7929474203063,LinearReg,both_eyes
30,186.5395340160431,LinearReg,avg
31,212.51601556197525,LinearReg,avg
32,207.32163613026663,LinearReg,avg
33,204.13743605738478,LinearReg,avg
34,219.40492944742323,LinearReg,avg
35,194.6244232558911,LinearReg,avg
36,200.82608630294408,LinearReg,avg
37,194.31007712299777,LinearReg,avg
38,206.91645964386998,LinearReg,avg
39,214.6395196408796,LinearReg,avg
40,190.44092687061405,LinearReg,all
41,209.47947694746003,LinearReg,all
42,206.25100246084548,LinearReg,all
43,205.05239008926654,LinearReg,all
44,218.95183681750427,LinearReg,all
45,194.1004554509952,LinearReg,all
46,199.15402755745936,LinearReg,all
47,195.02171697496806,LinearReg,all
48,203.67936332233342,LinearReg,all
49,213.42657298490633,LinearReg,all
