,clf,strategy,mae
0,Dummy,all,64.79114036052688
1,Dummy,avg,64.55986754507008
2,Dummy,both_eyes,64.90677676825528
3,Dummy,left,64.96903665619868
4,Dummy,right,64.84451688031189
5,LinearReg,all,57.11043083731365
6,LinearReg,avg,57.22871560232409
7,LinearReg,both_eyes,57.21195378634023
8,LinearReg,left,59.17197813021303
9,LinearReg,right,58.55140473720828
