,mae,clf,strategy
0,66.35051615899926,Dummy,left
1,65.55184352673166,Dummy,left
2,68.51745153534134,Dummy,left
3,67.35202666851562,Dummy,left
4,60.35598735856428,Dummy,left
5,64.56345591588806,Dummy,left
6,64.698733351133,Dummy,left
7,62.061036150724036,Dummy,left
8,66.70981681485371,Dummy,left
9,63.52949908123584,Dummy,left
10,61.175645439624745,LinearReg,left
11,57.805237476711454,LinearReg,left
12,60.21054389019947,LinearReg,left
13,60.48566357690217,LinearReg,left
14,53.88555518487787,LinearReg,left
15,62.161140870383164,LinearReg,left
16,58.71436310723132,LinearReg,left
17,56.084748044653935,LinearReg,left
18,61.19239725346594,LinearReg,left
19,60.00448645808025,LinearReg,left
20,65.99631995434396,Dummy,right
21,65.57433074445112,Dummy,right
22,68.71796459432072,Dummy,right
23,66.55287635295767,Dummy,right
24,60.507636194581565,Dummy,right
25,64.70614790933432,Dummy,right
26,65.25986264403062,Dummy,right
27,62.10806835934632,Dummy,right
28,65.54138853024236,Dummy,right
29,63.480573519510216,Dummy,right
30,59.1569516774522,LinearReg,right
31,60.170477978643746,LinearReg,right
32,59.521362022180384,LinearReg,right
33,60.11003908357197,LinearReg,right
34,55.530816464646406,LinearReg,right
35,57.49321265591878,LinearReg,right
36,59.86406630095796,LinearReg,right
37,57.54063249152078,LinearReg,right
38,60.14363193168036,LinearReg,right
39,55.98285676551025,LinearReg,right
40,66.17341805667161,Dummy,both_eyes
41,65.56308713559139,Dummy,both_eyes
42,68.61770806483104,Dummy,both_eyes
43,66.95245151073664,Dummy,both_eyes
44,60.431811776572914,Dummy,both_eyes
45,64.63480191261118,Dummy,both_eyes
46,64.97929799758181,Dummy,both_eyes
47,62.08455225503518,Dummy,both_eyes
48,66.12560267254803,Dummy,both_eyes
49,63.50503630037303,Dummy,both_eyes
50,58.22129288262738,LinearReg,both_eyes
51,57.286821847320084,LinearReg,both_eyes
52,58.578920802915576,LinearReg,both_eyes
53,58.616529098876164,LinearReg,both_eyes
54,53.22602084685978,LinearReg,both_eyes
55,59.24995926270503,LinearReg,both_eyes
56,57.294482677169626,LinearReg,both_eyes
57,54.35322159174209,LinearReg,both_eyes
58,58.5463476224071,LinearReg,both_eyes
59,56.74594123077949,LinearReg,both_eyes
60,65.9282080026366,Dummy,avg
61,65.10889576360209,Dummy,avg
62,68.33929758698014,Dummy,avg
63,66.74275951487769,Dummy,avg
64,60.2200663412727,Dummy,avg
65,63.95148835180495,Dummy,avg
66,64.57604213912559,Dummy,avg
67,61.742792641490546,Dummy,avg
68,65.87633568811303,Dummy,avg
69,63.11278942079747,Dummy,avg
70,58.4061846975856,LinearReg,avg
71,56.84509250687242,LinearReg,avg
72,58.096774930534394,LinearReg,avg
73,59.10646311797696,LinearReg,avg
74,53.08998808031794,LinearReg,avg
75,59.01038082323985,LinearReg,avg
76,56.983759866230784,LinearReg,avg
77,54.55393179391263,LinearReg,avg
78,59.407618516308176,LinearReg,avg
79,56.78696169026209,LinearReg,avg
80,66.09168137199327,Dummy,all
81,65.41169001159496,Dummy,all
82,68.52490457221406,Dummy,all
83,66.88255417878365,Dummy,all
84,60.36122996480617,Dummy,all
85,64.40703072567577,Dummy,all
86,64.8448793780964,Dummy,all
87,61.97063238385363,Dummy,all
88,66.04251367773635,Dummy,all
89,63.374287340514506,Dummy,all
90,58.138808454055514,LinearReg,all
91,57.16620295973585,LinearReg,all
92,58.49652787620473,LinearReg,all
93,58.545029071075895,LinearReg,all
94,53.15616076767287,LinearReg,all
95,59.03539501138806,LinearReg,all
96,57.18970299725607,LinearReg,all
97,54.249476806354245,LinearReg,all
98,58.492707424411236,LinearReg,all
99,56.634297004982066,LinearReg,all
