,mean absolute error
1,195.5541734417344
2,194.3647854291417
3,199.57896599264706
4,204.85202700629128
5,210.91417808219177
6,210.36764981167744
7,214.90745650608915
8,214.1993671862769
9,213.7624045067759
10,214.037864515998
11,210.20712620707468
12,208.3546739344984
13,207.21834610071113
14,206.7861112704499
15,207.57839544920125
16,206.04629419115227
17,206.57850823936306
18,205.49419469424024
19,204.96205374488054
