,mean absolute error
1,187.69288467329116
2,193.23476546906187
3,198.00428936887255
4,200.73901028080405
5,207.1801369863013
6,208.9927261634387
7,210.03859259703637
8,209.73641524836177
9,208.82814760908803
10,209.21016348872212
11,206.97368374278668
12,205.67854390904768
13,205.15596441697318
14,204.50433122791182
15,204.1385264743522
16,202.63932914158175
17,202.17151577372516
18,202.3481138502209
19,202.79052738228066
