,mean absolute error
1,202.66954481581848
2,191.43812909894498
3,197.84341822406049
4,209.83732417779143
5,216.78200152207
6,210.40732765309144
7,220.70356281370604
8,218.97571634337018
9,219.24747376061273
10,218.3434582606629
11,217.4087218804047
12,217.6264631053245
13,216.5200178889679
14,220.73574948349142
15,219.48221062048074
16,217.42280128416934
17,219.0776418194169
18,218.8029712184939
19,220.72378196587437
