,mae,clf,strategy
0,214.65858563556293,LinearReg,left
1,206.87586391416988,LinearReg,left
2,204.09934315734557,LinearReg,left
3,218.37846364405831,LinearReg,left
4,206.7941566686671,LinearReg,left
5,202.8346212167262,LinearReg,left
6,203.7424183386011,LinearReg,left
7,210.81745912297382,LinearReg,left
8,224.5427033429201,LinearReg,left
9,214.2011790079727,LinearReg,left
10,197.002289693117,LinearReg,right
11,199.20965470547878,LinearReg,right
12,216.35215770065298,LinearReg,right
13,212.97215337044113,LinearReg,right
14,212.94245457542752,LinearReg,right
15,202.7346013569006,LinearReg,right
16,197.53651025916764,LinearReg,right
17,214.71245275487476,LinearReg,right
18,220.35728112459492,LinearReg,right
19,209.1541284601975,LinearReg,right
20,203.10553953451455,LinearReg,both_eyes
21,198.90306862626204,LinearReg,both_eyes
22,205.70746613077003,LinearReg,both_eyes
23,210.86247140458943,LinearReg,both_eyes
24,201.62167484285968,LinearReg,both_eyes
25,193.4097338810595,LinearReg,both_eyes
26,191.0411040961652,LinearReg,both_eyes
27,208.32865184604574,LinearReg,both_eyes
28,218.3477377814276,LinearReg,both_eyes
29,205.2164907750255,LinearReg,both_eyes
30,199.88812506472738,LinearReg,avg
31,197.75222351103662,LinearReg,avg
32,206.5556767904421,LinearReg,avg
33,212.21469932944058,LinearReg,avg
34,200.43764219807713,LinearReg,avg
35,192.56074982048807,LinearReg,avg
36,191.01752112337172,LinearReg,avg
37,209.72016078502543,LinearReg,avg
38,218.16618250755164,LinearReg,avg
39,206.6283208025089,LinearReg,avg
40,202.46953490496617,LinearReg,all
41,198.56790061061838,LinearReg,all
42,205.35259228368196,LinearReg,all
43,210.56552511696648,LinearReg,all
44,201.14713403327315,LinearReg,all
45,193.02524970554512,LinearReg,all
46,190.84666505570786,LinearReg,all
47,208.04554641387722,LinearReg,all
48,218.09537030544638,LinearReg,all
49,204.86920336294793,LinearReg,all
