,clf,strategy,mae
0,Dummy,all,65.0012475950487
1,Dummy,avg,64.76878937059253
2,Dummy,both_eyes,65.1174767072768
3,Dummy,left,65.16014498193768
4,Dummy,right,65.07480843261591
5,LinearReg,all,57.37822447641245
6,LinearReg,avg,57.47944805859519
7,LinearReg,both_eyes,57.47988676546578
8,LinearReg,left,59.4680413695199
9,LinearReg,right,58.80335924661932
