,clf,strategy,mae
0,Dummy,all,65.0337010040593
1,Dummy,avg,64.80745209413058
2,Dummy,both_eyes,65.14682545902366
3,Dummy,left,65.2228665351428
4,Dummy,right,65.07078438290452
5,LinearReg,all,57.414755814277115
6,LinearReg,avg,57.46249125962312
7,LinearReg,both_eyes,57.51225475875482
8,LinearReg,left,59.46472171500547
9,LinearReg,right,58.787756277716085
