,mae,clf,strategy
0,65.01759019417969,Dummy,left
1,61.73576801934132,Dummy,left
2,66.36799188829937,Dummy,left
3,62.507625883712805,Dummy,left
4,66.8367580248202,Dummy,left
5,60.796148929839596,Dummy,left
6,63.44090473535519,Dummy,left
7,71.8497193508096,Dummy,left
8,66.95298213307298,Dummy,left
9,66.72317619199713,Dummy,left
10,60.91755402690388,LinearReg,left
11,60.76577386897347,LinearReg,left
12,59.0881228676476,LinearReg,left
13,57.87890385262544,LinearReg,left
14,59.39712005506029,LinearReg,left
15,57.03528982089965,LinearReg,left
16,56.10254885898985,LinearReg,left
17,64.96796441098596,LinearReg,left
18,61.730686102009415,LinearReg,left
19,56.76325328595905,LinearReg,left
20,65.42248507908147,Dummy,right
21,61.86510297329353,Dummy,right
22,66.0042575400062,Dummy,right
23,62.3793679937517,Dummy,right
24,66.42757145873048,Dummy,right
25,60.25708822310908,Dummy,right
26,62.88985085076753,Dummy,right
27,70.66234249451324,Dummy,right
28,67.68892778012497,Dummy,right
29,67.11084943566699,Dummy,right
30,60.186661678943565,LinearReg,right
31,54.89364699871085,LinearReg,right
32,58.53376621839514,LinearReg,right
33,57.35226609528438,LinearReg,right
34,60.008325701512135,LinearReg,right
35,56.3373861341402,LinearReg,right
36,56.3543504779899,LinearReg,right
37,63.20213704473578,LinearReg,right
38,59.71078844288533,LinearReg,right
39,61.2982339845636,LinearReg,right
40,65.22003763663058,Dummy,both_eyes
41,61.80043549631743,Dummy,both_eyes
42,66.18612471415278,Dummy,both_eyes
43,62.44349693873225,Dummy,both_eyes
44,66.63216474177534,Dummy,both_eyes
45,60.52661857647434,Dummy,both_eyes
46,63.16537779306135,Dummy,both_eyes
47,71.25603092266142,Dummy,both_eyes
48,67.32095495659898,Dummy,both_eyes
49,66.91701281383206,Dummy,both_eyes
50,58.575591629204645,LinearReg,both_eyes
51,56.629855687264566,LinearReg,both_eyes
52,56.293352640674875,LinearReg,both_eyes
53,55.40992649009179,LinearReg,both_eyes
54,58.513068267492685,LinearReg,both_eyes
55,55.58476034788357,LinearReg,both_eyes
56,54.65511333821059,LinearReg,both_eyes
57,62.91147963004457,LinearReg,both_eyes
58,59.39403173743403,LinearReg,both_eyes
59,57.15536781924682,LinearReg,both_eyes
60,64.5416014259605,Dummy,avg
61,61.46948177048533,Dummy,avg
62,65.70788215581948,Dummy,avg
63,62.18546548837034,Dummy,avg
64,66.33518163406707,Dummy,avg
65,60.24854509886863,Dummy,avg
66,62.854683441213815,Dummy,avg
67,71.01087698519923,Dummy,avg
68,67.0052948261308,Dummy,avg
69,66.71550811519059,Dummy,avg
70,59.502733695806484,LinearReg,avg
71,55.838229309183454,LinearReg,avg
72,56.30005769318642,LinearReg,avg
73,55.859275006496155,LinearReg,avg
74,58.39370241685519,LinearReg,avg
75,55.30695903415717,LinearReg,avg
76,54.54515197617071,LinearReg,avg
77,62.564987852681604,LinearReg,avg
78,58.86821706164254,LinearReg,avg
79,57.44559855005144,LinearReg,avg
80,64.9938922330739,Dummy,all
81,61.69011758770673,Dummy,all
82,66.02671052804168,Dummy,all
83,62.357486455278284,Dummy,all
84,66.53317037253925,Dummy,all
85,60.433927417272436,Dummy,all
86,63.06181300911218,Dummy,all
87,71.17431294350736,Dummy,all
88,67.21573491310959,Dummy,all
89,66.84984458095157,Dummy,all
90,58.38577082159026,LinearReg,all
91,56.5332815639963,LinearReg,all
92,56.16575422389129,LinearReg,all
93,55.33551682963889,LinearReg,all
94,58.424954957254634,LinearReg,all
95,55.48961236568426,LinearReg,all
96,54.5578396081259,LinearReg,all
97,62.861046916763804,LinearReg,all
98,59.310620286370174,LinearReg,all
99,57.08316056945563,LinearReg,all
