,mae,clf,strategy
0,217.15341330082413,LinearReg,left
1,205.196633552278,LinearReg,left
2,213.7315394307808,LinearReg,left
3,214.71168657457645,LinearReg,left
4,191.28725580812352,LinearReg,left
5,220.66258518049955,LinearReg,left
6,208.42408804112216,LinearReg,left
7,199.09153438400762,LinearReg,left
8,217.23587150820651,LinearReg,left
9,213.0153092090058,LinearReg,left
10,209.9894268509098,LinearReg,right
11,213.59600476574087,LinearReg,right
12,211.2822907202581,LinearReg,right
13,213.381678436615,LinearReg,right
14,197.1318304315661,LinearReg,right
15,204.08808070282362,LinearReg,right
16,212.50585830173117,LinearReg,right
17,204.26068356938393,LinearReg,right
18,213.51885644444297,LinearReg,right
19,198.73319035370343,LinearReg,right
20,206.66428356619224,LinearReg,both_eyes
21,203.35417724285386,LinearReg,both_eyes
22,207.93569411961178,LinearReg,both_eyes
23,208.07606886102482,LinearReg,both_eyes
24,188.94470602335986,LinearReg,both_eyes
25,210.32633564003223,LinearReg,both_eyes
26,203.38002244217662,LinearReg,both_eyes
27,192.9408735081376,LinearReg,both_eyes
28,207.84390880143073,LinearReg,both_eyes
29,201.44238782812138,LinearReg,both_eyes
30,207.31844553524576,LinearReg,avg
31,201.78702685092256,LinearReg,avg
32,206.22274579182826,LinearReg,avg
33,209.8141769069303,LinearReg,avg
34,188.46218171772898,LinearReg,avg
35,209.47531132969766,LinearReg,avg
36,202.2777916445488,LinearReg,avg
37,193.65415741626612,LinearReg,avg
38,210.89865397162595,LinearReg,avg
39,201.5864725776911,LinearReg,avg
40,206.3715009293321,LinearReg,all
41,202.92646462692065,LinearReg,all
42,207.6400995859798,LinearReg,all
43,207.82241832816422,LinearReg,all
44,188.69238602502196,LinearReg,all
45,209.5661690976541,LinearReg,all
46,203.00894766844795,LinearReg,all
47,192.5719032293749,LinearReg,all
48,207.65401937779134,LinearReg,all
49,201.03810678770037,LinearReg,all
