,clf,strategy,mae
0,Dummy,all,64.90485691210026
1,Dummy,avg,64.68003838414992
2,Dummy,both_eyes,65.01726617607542
3,Dummy,left,65.08825888236336
4,Dummy,right,64.9462734697875
5,LinearReg,all,57.226681935220974
6,LinearReg,avg,57.36579476114046
7,LinearReg,both_eyes,57.32692138776408
8,LinearReg,left,59.28266881971864
9,LinearReg,right,58.720725363311075
