,mae,clf,strategy
0,65.16459231234211,Dummy,left
1,62.44400564524964,Dummy,left
2,62.12742417563756,Dummy,left
3,66.39875643579578,Dummy,left
4,65.30809829106245,Dummy,left
5,64.60908359784513,Dummy,left
6,67.41981951855837,Dummy,left
7,68.95812260972812,Dummy,left
8,62.52822294192218,Dummy,left
9,67.16887712715784,Dummy,left
10,59.70529969205195,LinearReg,left
11,59.50655657379806,LinearReg,left
12,55.448185774931595,LinearReg,left
13,57.41755293607186,LinearReg,left
14,60.7327634108607,LinearReg,left
15,59.197577504284325,LinearReg,left
16,58.15201905632642,LinearReg,left
17,61.41641666223832,LinearReg,left
18,59.538021285626655,LinearReg,left
19,62.933098147694956,LinearReg,left
20,64.81249383346128,Dummy,right
21,62.83085259867536,Dummy,right
22,61.51144472010412,Dummy,right
23,66.30610222828749,Dummy,right
24,65.68304773861897,Dummy,right
25,63.782679559011456,Dummy,right
26,67.38714704684865,Dummy,right
27,68.30115721475497,Dummy,right
28,63.17187556837269,Dummy,right
29,66.86072517468753,Dummy,right
30,59.245772859613375,LinearReg,right
31,56.35970181401616,LinearReg,right
32,57.11878624655492,LinearReg,right
33,56.90512194672054,LinearReg,right
34,62.526536797419766,LinearReg,right
35,56.28689976630038,LinearReg,right
36,58.921751835726496,LinearReg,right
37,61.422900569541554,LinearReg,right
38,57.02211286760898,LinearReg,right
39,61.42080023928595,LinearReg,right
40,64.98854307290169,Dummy,both_eyes
41,62.6374291219625,Dummy,both_eyes
42,61.81943444787085,Dummy,both_eyes
43,66.35242933204164,Dummy,both_eyes
44,65.49557301484072,Dummy,both_eyes
45,64.1958815784283,Dummy,both_eyes
46,67.4034832827035,Dummy,both_eyes
47,68.62963991224154,Dummy,both_eyes
48,62.85004925514744,Dummy,both_eyes
49,67.0148011509227,Dummy,both_eyes
50,57.58412755688581,LinearReg,both_eyes
51,55.76356178539381,LinearReg,both_eyes
52,55.67157023605505,LinearReg,both_eyes
53,54.964303404527236,LinearReg,both_eyes
54,60.343132767554515,LinearReg,both_eyes
55,56.14164897462528,LinearReg,both_eyes
56,55.63642093576566,LinearReg,both_eyes
57,59.26920933176703,LinearReg,both_eyes
58,57.37939651018127,LinearReg,both_eyes
59,60.806562406542895,LinearReg,both_eyes
60,64.75510610777695,Dummy,avg
61,62.11608693870889,Dummy,avg
62,61.44828234101781,Dummy,avg
63,65.99443477942847,Dummy,avg
64,65.09088596233579,Dummy,avg
65,63.95975150576898,Dummy,avg
66,67.11862191911001,Dummy,avg
67,68.36013310878127,Dummy,avg
68,62.37847123921791,Dummy,avg
69,66.77848293310653,Dummy,avg
70,57.95919413479663,LinearReg,avg
71,56.66155404216583,LinearReg,avg
72,55.95655683734518,LinearReg,avg
73,54.52220238266761,LinearReg,avg
74,59.97377954498021,LinearReg,avg
75,56.364606687825756,LinearReg,avg
76,55.65512151666603,LinearReg,avg
77,59.491795677784445,LinearReg,avg
78,56.71888615326111,LinearReg,avg
79,60.435587977772556,LinearReg,avg
80,64.91073075119344,Dummy,all
81,62.4636483942113,Dummy,all
82,61.69571707891984,Dummy,all
83,66.23309781450392,Dummy,all
84,65.3606773306724,Dummy,all
85,64.11717155420853,Dummy,all
86,67.30852949483901,Dummy,all
87,68.53980431108812,Dummy,all
88,62.69285658317093,Dummy,all
89,66.93602841165064,Dummy,all
90,57.53042360915838,LinearReg,all
91,55.60683689613263,LinearReg,all
92,55.55470806378687,LinearReg,all
93,54.847529595107126,LinearReg,all
94,60.2417236078475,LinearReg,all
95,56.05448330996368,LinearReg,all
96,55.550188778759114,LinearReg,all
97,59.18514515983759,LinearReg,all
98,57.26703895301174,LinearReg,all
99,60.741769849293945,LinearReg,all
