,clf,strategy,mae
0,Dummy,all,65.02582617244582
1,Dummy,avg,64.80002568352526
2,Dummy,both_eyes,65.1387264169061
3,Dummy,left,65.21270026552992
4,Dummy,right,65.06475256828226
5,LinearReg,all,57.25798478228986
6,LinearReg,avg,57.373928495526535
7,LinearReg,both_eyes,57.35599339092986
8,LinearReg,left,59.404749104388486
9,LinearReg,right,58.72303849427881
