,mae,clf,strategy
0,229.7274286399077,LinearReg,left
1,214.30140459213172,LinearReg,left
2,206.40722872359515,LinearReg,left
3,209.08298147537266,LinearReg,left
4,204.41086481972172,LinearReg,left
5,208.60732484354128,LinearReg,left
6,207.64193958355224,LinearReg,left
7,210.86786231858034,LinearReg,left
8,207.9891863145861,LinearReg,left
9,196.98457515173823,LinearReg,left
10,219.4564798174844,LinearReg,right
11,225.05044281652692,LinearReg,right
12,208.02814694517588,LinearReg,right
13,215.93063574490657,LinearReg,right
14,202.74074731942898,LinearReg,right
15,195.62541529138196,LinearReg,right
16,194.74904623376884,LinearReg,right
17,213.14407967546185,LinearReg,right
18,205.01262479866864,LinearReg,right
19,197.61924905088037,LinearReg,right
20,222.59346411584303,LinearReg,both_eyes
21,216.7627784899525,LinearReg,both_eyes
22,199.3736819737218,LinearReg,both_eyes
23,203.62522664512522,LinearReg,both_eyes
24,196.83845138724018,LinearReg,both_eyes
25,195.721306219163,LinearReg,both_eyes
26,195.7598359190127,LinearReg,both_eyes
27,200.41092856911263,LinearReg,both_eyes
28,205.08655139532254,LinearReg,both_eyes
29,190.43396763186124,LinearReg,both_eyes
30,220.9704517323102,LinearReg,avg
31,216.74997083177547,LinearReg,avg
32,201.8283553641066,LinearReg,avg
33,204.55876555942416,LinearReg,avg
34,193.9429778841581,LinearReg,avg
35,196.37953539370193,LinearReg,avg
36,193.47906199044377,LinearReg,avg
37,204.62321989614995,LinearReg,avg
38,202.87687545447977,LinearReg,avg
39,189.56880874851402,LinearReg,avg
40,222.30553904240094,LinearReg,all
41,216.4195062096356,LinearReg,all
42,199.13982629531424,LinearReg,all
43,203.32840724777893,LinearReg,all
44,196.32445440014536,LinearReg,all
45,195.10540645977005,LinearReg,all
46,195.49340545981136,LinearReg,all
47,200.15103841306794,LinearReg,all
48,204.7191215020106,LinearReg,all
49,190.0192514736478,LinearReg,all
