,mae,clf,strategy
0,69.37602805249936,Dummy,left
1,64.39142845642114,Dummy,left
2,67.14503180389023,Dummy,left
3,64.51157759207844,Dummy,left
4,66.07770940831665,Dummy,left
5,60.57327790134833,Dummy,left
6,63.22973958280195,Dummy,left
7,61.95013840324692,Dummy,left
8,72.7979025269496,Dummy,left
9,62.50924480408631,Dummy,left
10,63.380291407843075,LinearReg,left
11,57.77706163668296,LinearReg,left
12,62.51184295937484,LinearReg,left
13,58.73141186256493,LinearReg,left
14,60.16487963379558,LinearReg,left
15,53.21626540278389,LinearReg,left
16,56.578915880299505,LinearReg,left
17,58.825924735731355,LinearReg,left
18,65.5159661249561,LinearReg,left
19,57.91424063196328,LinearReg,left
20,69.26781950860261,Dummy,right
21,64.85013641912505,Dummy,right
22,67.33994902789038,Dummy,right
23,63.84753500004843,Dummy,right
24,65.46269838812387,Dummy,right
25,60.54619311826625,Dummy,right
26,62.906832041111386,Dummy,right
27,62.107540557452396,Dummy,right
28,72.75070629990131,Dummy,right
29,62.231920601559814,Dummy,right
30,61.77991739884564,LinearReg,right
31,56.51555705737803,LinearReg,right
32,65.42412758047695,LinearReg,right
33,57.84510390238497,LinearReg,right
34,59.77459582763899,LinearReg,right
35,54.10780922179727,LinearReg,right
36,55.52083076178756,LinearReg,right
37,59.46786686547489,LinearReg,right
38,65.53533589292005,LinearReg,right
39,54.21722796804869,LinearReg,right
40,69.32192378055099,Dummy,both_eyes
41,64.6207824377731,Dummy,both_eyes
42,67.2424904158903,Dummy,both_eyes
43,64.17955629606344,Dummy,both_eyes
44,65.77020389822026,Dummy,both_eyes
45,60.55973550980729,Dummy,both_eyes
46,63.06828581195666,Dummy,both_eyes
47,62.02883948034965,Dummy,both_eyes
48,72.77430441342545,Dummy,both_eyes
49,62.37058270282306,Dummy,both_eyes
50,60.29523713750436,LinearReg,both_eyes
51,56.23060352001106,LinearReg,both_eyes
52,63.622814879508034,LinearReg,both_eyes
53,56.59776233457015,LinearReg,both_eyes
54,58.75636421517134,LinearReg,both_eyes
55,50.853048102446515,LinearReg,both_eyes
56,53.38273882847214,LinearReg,both_eyes
57,57.54242479340097,LinearReg,both_eyes
58,64.18523711378549,LinearReg,both_eyes
59,54.4969745239504,LinearReg,both_eyes
60,69.0718352928491,Dummy,avg
61,64.12880516087344,Dummy,avg
62,66.78729608517042,Dummy,avg
63,63.8459207541693,Dummy,avg
64,65.29634000556987,Dummy,avg
65,60.20768131666438,Dummy,avg
66,62.855788494766784,Dummy,avg
67,61.7458896699824,Dummy,avg
68,72.51613969925094,Dummy,avg
69,62.03053690712521,Dummy,avg
70,60.24278121560779,LinearReg,avg
71,56.538543490535815,LinearReg,avg
72,63.292713926005874,LinearReg,avg
73,56.4066238827544,LinearReg,avg
74,58.80948294479305,LinearReg,avg
75,51.07617345222462,LinearReg,avg
76,53.76833190696343,LinearReg,avg
77,57.70375739295774,LinearReg,avg
78,64.32149410612863,LinearReg,avg
79,54.18761733452522,LinearReg,avg
80,69.23856095131703,Dummy,all
81,64.45679001213988,Dummy,all
82,67.090758972317,Dummy,all
83,64.06834444876539,Dummy,all
84,65.6122492673368,Dummy,all
85,60.44238411209298,Dummy,all
86,62.997453372893375,Dummy,all
87,61.9345228768939,Dummy,all
88,72.68824950870062,Dummy,all
89,62.2572341042571,Dummy,all
90,60.22112151982544,LinearReg,all
91,56.06438359329962,LinearReg,all
92,63.484932364420224,LinearReg,all
93,56.51520176991562,LinearReg,all
94,58.6359795809307,LinearReg,all
95,50.75490402897635,LinearReg,all
96,53.306938997149565,LinearReg,all
97,57.45006350420814,LinearReg,all
98,64.12524670965642,LinearReg,all
99,54.4197237305847,LinearReg,all
