,clf,strategy,mae
0,Dummy,all,65.0786547626714
1,Dummy,avg,64.84862333864218
2,Dummy,both_eyes,65.19367047468602
3,Dummy,left,65.25620785316389
4,Dummy,right,65.13113309620816
5,LinearReg,all,57.49784957989667
6,LinearReg,avg,57.634751965249656
7,LinearReg,both_eyes,57.59632054488204
8,LinearReg,left,59.46168002759955
9,LinearReg,right,59.0188372476753
