,mae,clf,strategy
0,218.05989216355016,LinearReg,left
1,238.48776767795232,LinearReg,left
2,194.39640521379414,LinearReg,left
3,214.21583622058705,LinearReg,left
4,199.9612205790767,LinearReg,left
5,207.20904139704157,LinearReg,left
6,213.78161000986026,LinearReg,left
7,210.65327825366234,LinearReg,left
8,202.8912989083928,LinearReg,left
9,208.81832730881032,LinearReg,left
10,220.89279686946463,LinearReg,right
11,226.78183761456057,LinearReg,right
12,191.72324231651402,LinearReg,right
13,213.17245592944795,LinearReg,right
14,200.04923910497854,LinearReg,right
15,193.93372064953644,LinearReg,right
16,211.50178086127534,LinearReg,right
17,209.5256700517841,LinearReg,right
18,207.47480973329834,LinearReg,right
19,210.50546970738435,LinearReg,right
20,214.10341893856622,LinearReg,both_eyes
21,232.64655316292755,LinearReg,both_eyes
22,185.54207389426352,LinearReg,both_eyes
23,205.6063653609297,LinearReg,both_eyes
24,191.3183266518351,LinearReg,both_eyes
25,193.12162449936346,LinearReg,both_eyes
26,206.3029897375683,LinearReg,both_eyes
27,205.40132249389706,LinearReg,both_eyes
28,201.99300507937576,LinearReg,both_eyes
29,202.09436049175264,LinearReg,both_eyes
30,212.36126285852123,LinearReg,avg
31,231.81980355726546,LinearReg,avg
32,184.66354813493072,LinearReg,avg
33,207.85160413769992,LinearReg,avg
34,193.3503506781455,LinearReg,avg
35,192.59652511213284,LinearReg,avg
36,207.54081085125895,LinearReg,avg
37,204.9964659408651,LinearReg,avg
38,201.31480707174376,LinearReg,avg
39,203.47749786428682,LinearReg,avg
40,213.74881002078573,LinearReg,all
41,232.1684579094654,LinearReg,all
42,185.22771684756415,LinearReg,all
43,205.2717662876397,LinearReg,all
44,191.0732405509491,LinearReg,all
45,192.82619080839186,LinearReg,all
46,205.932952975801,LinearReg,all
47,205.04614307640227,LinearReg,all
48,201.63074850205467,LinearReg,all
49,201.76320645607154,LinearReg,all
