,clf,strategy,mae
0,Dummy,all,64.92578345179031
1,Dummy,avg,64.69749358843745
2,Dummy,both_eyes,65.03992838346673
3,Dummy,left,65.10945831504672
4,Dummy,right,64.97039845188675
5,LinearReg,all,57.27073350735077
6,LinearReg,avg,57.325829569093706
7,LinearReg,both_eyes,57.37075383052255
8,LinearReg,left,59.353321773779
9,LinearReg,right,58.677792495805946
